id,endereco_tse,cep,bairro,nome_municipio,uf,municipio_id
16-0040,"AV. MICHEL DIB TACHY, S/N - 08 ÀS 13 H.",68459882,NOVA MATINHA,TUCURUÍ,PA,1508100
16-0079,"AVENIDA GOIÁS, LOTE 12, QUADRA 058",68140000,CENTRO,URUARÁ,PA,1508159
16-0008,"AVENIDA MAGALHÃES BARATA S/N, VILA NOVA.",68780000,CENTRO,VIGIA,PA,1508209
16-0014,"AV. DR. JUSTO CHERMONT, 499, S/N - CENTRO",68620000,CENTRO,VISEU,PA,1508308
16-0061,"VIA GILSON DANTAS, S/N, CENTRO - 8H ÀS 13H",68555000,CENTRO,XINGUARA,PA,1508407
03-0011,RUA A-3 N 605,68948000,VILA INTERMEDIARIA,SERRA DO NAVIO,AP,1600055
03-0001,RUA SENADOR LEMOS S/N,68950000,CENTRO,AMAPÁ,AP,1600105
03-0003,AVENIDA JOÃO ANASTÁCIO DOS SANTOS S/N,68960000,CEA,CALÇOENE,AP,1600204
03-0009,"RUA DUQUE DE CAXIAS, 451",68915000,CENTRO,FERREIRA GOMES,AP,1600238
03-0007,AV. TANCREDO NEVES SN,68920000,AGRESTE,LARANJAL DO JARI,AP,1600279
03-0002,"AV. MENDONCA JUNIOR, 1452",68900000,CENTRO,MACAPÁ,AP,1600303
03-0010,"AV. MENDONÇA JÚNIOR, 1452",68900020,CENTRO,MACAPÁ,AP,1600303
03-0005,"AV. INTENDENTE ALFREDO PINTO, S/N",68940000,UNIAO,MAZAGÃO,AP,1600402
03-0004,"AV. BARAO DO RIO BRANCO, 151",68980000,CENTRO,OIAPOQUE,AP,1600501
03-0012,"AV. MANOEL BENTO PARENTE, 325",68997000,MALVINAS,PORTO GRANDE,AP,1600535
03-0006,"RUA D-13, QUADRA 17, S/N, LOTE 2",68926166,VILA AMAZONAS,SANTANA,AP,1600600
03-0008,"RUA NOSSA SENHORA DO PERPETUO SOCORRO,1660",68990000,CENTRO,TARTARUGALZINHO,AP,1600709
03-0013,"AV. PEDRO LADISLAU, 1383",68924000,CIDADE LIVRE,VITÓRIA DO JARI,AP,1600808
27-0014,"AVENIDA JK, ESQUINA COM A RUA 7, S/N, QD 56-A, LOTE 01",77480000,CENTRO,ALVORADA,TO,1700707
27-0024,"AV. DOM PEDRO I, QD. 15, LOTE 16, SETOR JARDIM PLANALTO",77690000,CENTRO,ARAGUACEMA,TO,1701903
27-0030,"RUA ALDENOR LYRA GOMES, SN, CENTRO",77475000,CENTRO,ARAGUAÇU,TO,1702000
27-0001,"AVENIDA NEIF MURAD, QUADRA 01, LOTE 02",77826604,SETOR NOROESTE,ARAGUAÍNA,TO,1702109
27-0034,"AVENIDA NEIEF MURAD, QUADRA 01, LOTE 02",77800000,SETOR NOROESTE,ARAGUAÍNA,TO,1702109
27-0010,"RUA CASTELO BRANCO, 1168 - ESQ. C/ RUA GETÚLIO VARGAS",77950000,CENTRO,ARAGUATINS,TO,1702208
27-0031,"RUA MATO GROSSO ESQUINA COM AVENIDA CASTELO BRANCO, N. 1444",77780000,CENTRO,ARAPOEMA,TO,1702307
27-0022,"AVENIDA PALMAS, QD R1, LT 22,",77330000,ARNALDO PRIETO,ARRAIAS,TO,1702406
27-0021,RUA ANTONIO SOUSA GOMES,77960000,CENTRO,AUGUSTINÓPOLIS,TO,1702554
27-0004,"RUA 07, QD. 33-A, LT. 04",77760000,CENTRO,COLINAS DO TOCANTINS,TO,1705508
27-0013,"AVENIDA MADRE VERONICA, QD. 12, N 540, LOTES 1 E 2",77490000,CENTRO,CRISTALÂNDIA,TO,1706100
27-0025,AVENIDA MATO GROSSO QUADRA 24 LOTE 1A,77300000,CAVALCANTE,DIANÓPOLIS,TO,1707009
27-0008,AV. PREFEITO WILSON MARTINS DE CASTRO QD. 57 N. 433,77795000,CENTRO,FILADÉLFIA,TO,1707702
27-0015,AV HERMINIO A. SOARES - QD 53 - LT 01 - N 115 - ESQUINA COM RUA 10,77470000,CENTRO,FORMOSO DO ARAGUAIA,TO,1708205
27-0032,"PRAÇA DR. FRANCISCO DELMONDES QUEZADO, S/N",77770000,CENTRO,GOIATINS,TO,1709005
27-0006,"RUA 8, QD. 15, LOTE 188, NR. 1133 - CENTRO",77700000,CENTRO,GUARAÍ,TO,1709302
27-0002,"AV ESPIRITO SANTO, ESQUINA COM RUA 5, S/N",77403100,CENTRO,GURUPI,TO,1709500
27-0033,"RUA C QUADRA 52, LOTE 26-A",77720000,CENTRO,ITACAJÁ,TO,1710508
27-0011,"RODOVIA DARCY MARINHO, S/N",77920000,CENTRO,ITAGUATINS,TO,1710706
27-0005,"RUA OSVALDO VASCONCELOS, S/N, (PRAÇA DO FÓRUM)",77650000,CENTRO,MIRACEMA DO TOCANTINS,TO,1713205
27-0028,"AV. ALFREDO NASSER, QD. 109-A, LT. 1-A",77660000,VILA MARIA,MIRANORTE,TO,1713304
27-0019,"RUA A, QD 16,  LT 02, SETOR GINASIAL",77370000,SETOR GINASIAL,NATIVIDADE,TO,1714203
27-0035,"AVENIDA CENTRAL, S/N, AO LADO DA GARAGEM PREFEITURA",77610000,CENTRO,NOVO ACORDO,TO,1715101
27-0007,"RUA ARAGUAIA, ESQ C/ AMÂNCIO DE MORAES - PÇA DO MERCADO",77600000,CENTRO,PARAÍSO DO TOCANTINS,TO,1716109
27-0018,AVENIDA A QUADRA 25 - LOTE 01,77360000,CENTRO,PARANÃ,TO,1716208
27-0023,"AVENIDA JOÃO DAMASCENO DE SÁ, N. 2017, ST. AEROPORTO",77710000,CENTRO,PEDRO AFONSO,TO,1716505
27-0020,"AVENIDA ALAIR DE SENA CONCEIÇÃO, QUADRA 21, LTS 11, 12 E 13",77460000,SETOR SUL,PEIXE,TO,1716604
27-0016,"AVENIDA BRASIL, ESQ. COM A RUA 07 - S/N",77725000,CENTRO,COLMÉIA,TO,1716703
27-0026,"RUA JOSÉ RIBAMAR COSTA, ESQ. COM RUA MANOEL MESSIAS DOS SANTOS",77590000,CENTRO,PONTE ALTA DO TOCANTINS,TO,1717909
27-0003,"AVENIDA LUIZ LEITE RIBEIRO, QUADRA A3, LOTE 7",77500000,SETOR AEROPORTO,PORTO NACIONAL,TO,1718204
27-0017,RUA AIROSA GODINHO S/N,77320000,SETOR INDUSTRIAL,TAGUATINGA,TO,1720903
27-0029,"QUADRA 104 SUL, AVENIDA LO-01, NÚMERO 10",77020020,PLANO DIRETOR SUL,PALMAS,TO,1721000
27-0009,"RUA HORÁCIO NEGREIROS, 1.500 - SETOR AEROPORTO",77900000,CENTRO,TOCANTINÓPOLIS,TO,1721208
27-0027,"AVENIDA JOAO OLIVEIRA VALADARES, S/N",77860000,CENTRO,WANDERLÂNDIA,TO,1722081
27-0012,"AVENIDA A, S/N, ESQ COM RUA MIGUEL DOS SANTOS BARROS, SETOR LESTE",77880000,SETOR LESTE,XAMBIOÁ,TO,1722107
10-0071,"AV. DR. JOSE EDILSON CARIDADE RIBEIRO, S/N",65930000,RESIDENCIAL TROPICAL - ZONA URBANA,AÇAILÂNDIA,MA,2100055
10-0098,"AV. DR. JOSÉ EDILSON CARIDADE RIBEIRO, S/N",65930000,RESIDENCIAL TROPICAL - ZONA URBANA,AÇAILÂNDIA,MA,2100055
10-0052,"PRACA GOMES DE CASTRO, 25",65250000,CENTRO ZONA URBANA,ALCÂNTARA,MA,2100204
10-0011,"TRAVESSA VEREADOR CARLOS LUSTOSA, NR 330",65810000,SANTA CRUZ - ZONA URBANA,ALTO PARNAÍBA,MA,2100501
10-0099,"AV. DEPUTADO LA ROQUE,  1412 - CENTRO",65923000,CENTRO - ZONA URBANA,AMARANTE DO MARANHÃO,MA,2100600
10-0109,"RUA MAGALHÃES DE ALMEIDA, 249",65490000,CENTRO - ZONA URBANA,ANAJATUBA,MA,2100709
10-0012,RUA 7 DE SETEMBRO S/N,65570000,CENTRO - ZONA URBANA,ARAIOSES,MA,2100907
10-0104,"RUA BARÃO DE GRAJAÚ, SN",65945000,CENTRO ZONA URBANA,ARAME,MA,2100956
10-0027,RUA JOÃO INÁCIO GARCIA 22,65480000,CENTRO ZONA URBANA,ARARI,MA,2101004
10-0013,"AVENIDA BARÃO DE CAPANEMA, 65",65700000,CENTRO - ZONA URBANA,BACABAL,MA,2101202
10-0066,"AVENIDA BARÃO DE CAPANEMA, 65, CENTRO,",65700000,CENTRO - ZONA URBANA,BACABAL,MA,2101202
10-0107,"AVENIDA 7 DE SETEMBRO, S/N,",65270000,CENTRO - ZONA URBANA,BACURI,MA,2101301
10-0022,TRAVESSA DA LIBERDADE-S/N,65800000,POTOSI - ZONA URBANA,BALSAS,MA,2101400
10-0105,"TRAVESSA DA LIBERDADE, S/N",65800000,POTOSI - ZONA URBANA,BALSAS,MA,2101400
10-0021,"AV. MÁRIO BEZERRA, 613 - CENTRO",65660000,CENTRO - ZONA URBANA,BARÃO DE GRAJAÚ,MA,2101509
10-0023,RUA MISSIONÁRIO PERRIM SMITH S/N,65950000,INCRA ZONA URBANA,BARRA DO CORDA,MA,2101608
10-0097,RUA MISSIONÁRIO PERRIN SMITH S/N,65950000,INCRA ZONA URBANA,BARRA DO CORDA,MA,2101608
10-0056,"RUA ANACLETO DE CARVALHO, N. 466, BAIRRO CRUZEIRO",65590000,CRUZEIRO- ZONA URBANA,BARREIRINHAS,MA,2101707
10-0078,"RUA NOVA BRASILIA, S/N",65380000,ALTO DOS PRAXEDES - ZONA URBANA,BOM JARDIM,MA,2102002
10-0024,"RUA SANTO ANTONIO, 71",65520000,BAIRRO SANTO ANTONIO -ZONA URBANA,BREJO,MA,2102101
10-0025,AVENIDA CANDOCA MACHADO N 125,65515000,CENTRO-ZONA URBANA,BURITI,MA,2102200
10-0095,"RUA NIVEL MÉDIO, 08 -CENTRO",65393000,CENTRO - ZONA URBANA,BURITICUPU,MA,2102325
10-0064,TRAVESSA NOSSA SENHORA DO CARMO N.280,65280000,CENTRO - ZONA URBANA,CÂNDIDO MENDES,MA,2102606
10-0026,"FÓRUM  DE CAROLINA - AV. ELIAS BARROS, S/N, BAIRRO ALTO DA COLINA",65980000,BAIRRO ALTO DA COLINA - ZONA URBANA,CAROLINA,MA,2102804
10-0055,"TV. SÃO SEBASTIÃO, 687",65295000,PERPÉTUO SOCORRO - ZONA URBANA.,CARUTAPERA,MA,2102903
10-0004,"AVENIDA NORTE-SUL, LOTE 1, CIDADE JUDICIÁRIA - CAMPO DE BELEM",65609005,CAMPO DE BELEM-ZONA URBANA,CAXIAS,MA,2103000
10-0005,"AVENIDA NORTE - SUL, LOTE 1",65000000,CAMPO DE BELEM-ZONA URBANA,CAXIAS,MA,2103000
10-0006,"AVENIDA NORTE SUL, LOTE 1, CIDADE JUDICIÁRIA, BAIRRO CAMPO DE BELÉM",65609005,CENTRO,CAXIAS,MA,2103000
10-0042,CARTÓRIO ELEITORAL DA 42 ZONA  - AV ATALIBA VIEIRA DE ALMEIDA N 2073,65500000,CENTRO - ZONA URBANA,CHAPADINHA,MA,2103208
10-0007,"RUA CONEGO MENDONCA, 366",65400000,CENTRO - ZONA URBANA,CODÓ,MA,2103307
10-0069,"RUA CONEGO MENDONCA, 366",65400000,CENTRO - ZONA URBANA,CODÓ,MA,2103307
10-0028,"AV. ANTONIO GUIMARÃES (MA-034), S/N",65620000,BAIRRO OLHO DAGUINHA- ZONA URBANA,COELHO NETO,MA,2103406
10-0029,"AV.BURITI BRAVO, KM02, MA 132, S/N.",65690000,GUANABARA-ZONA URBANA,COLINAS,MA,2103505
10-0008,"FORUM DES. CAETANO MARTINS JORGE - RUA DA SALVAÇÃO, S/N",65415000,CENTRO - ZONA URBANA,COROATÁ,MA,2103604
10-0068,FORUM ELEITORAL DES. CAETANO MARTINS JORGE - RUA DA SALVAÇÃO S/N,65415000,CENTRO - ZONA URBANA,COROATÁ,MA,2103604
10-0014,"RUA CÉSAR RONALDO, 70 - CENTRO",65268000,CENTRO - ZONA URBANA,CURURUPU,MA,2103703
10-0048,"RUA AFONSO PENA, N 09",65765000,CENTRO - ZONA URBANA,DOM PEDRO,MA,2103802
10-0061,"RUA CLÁUDIO CARNEIRO, 149,",65750000,CENTRO - ZONA URBANA,ESPERANTINÓPOLIS,MA,2104008
10-0082,"RUA SÃO SEBASTIÃO, S/N, PROX. A DELEGACIA",65975000,CENTRO - ZONA URBANA,ESTREITO,MA,2104057
10-0108,"RUA 15 DE NOVEMBRO, 86",65878000,CENTRO,GOVERNADOR EUGÊNIO BARROS,MA,2104602
10-0101,"RUA CAPITAO MAGALHAES, 87, CENTRO",65284000,ZONA URBANA,GOVERNADOR NUNES FREIRE,MA,2104677
10-0015,"FÓRUM ELEITORAL JUIZ ANTONIO EDUARDO OLIVEIRA NAVA RODOVIA BR 226, S/N",65940000,TREZIDELA - ZONA URBANA,GRAJAÚ,MA,2104800
10-0030,AV. BRUNO DE BARROS,65255000,CENTRO - ZONA URBANA,GUIMARÃES,MA,2104909
10-0032,"FORUM ANISIO ALMEIDA RUA CEL. JOAQUIM RODRIGUES, S/N",65180000,CENTRO - ZONA URBANA,HUMBERTO DE CAMPOS,MA,2105005
10-0031,"FORUM JUIZ SAI LUIZ CHUNG- RUA BARÃO DO RIO BRANCO, S/N",65170000,CENTRO - ZONA URBANA,ICATU,MA,2105104
10-0033,"LOTEAMENTO JUSCELINO KUBITSCHEK, QUADRA 17-A, SN",65913420,BOM JESUS - ZONA URBANA,IMPERATRIZ,MA,2105302
10-0065,"LOTEAMENTO JUSCELINO KUBITSCHEK, QUADRA 17 A, S/N",65913420,BOM JESUS - ZONA URBANA,IMPERATRIZ,MA,2105302
10-0092,LOTEAMENTO JUSCELINO KUBITSCHEK QD 17 A S/N,65913420,BOM JESUS - ZONA URBANA,IMPERATRIZ,MA,2105302
10-0016,"RUA PROF. LEONEL AMORIM, S/N",65485000,CENTRO - ZONA URBANA,ITAPECURU MIRIM,MA,2105401
10-0058,"RUA TIRADENTES, S/N",65922000,MUTIRÃO - ZONA URBANA,JOÃO LISBOA,MA,2105500
10-0074,"RUA JOSEANE SALES,177A",65715000,CENTRO - ZONA URBANA,LAGO DA PEDRA,MA,2105708
10-0062,"RUA 07 DE SETEMBRO, N. 122 CENTRO",65895000,CENTRO - ZONA URBANA,LORETO,MA,2106102
10-0100,"RUA FERNÃO DIAS, 145 - CARTORIO ELEITORAL",65289000,CENTRO-ZONA URBANA,MARACAÇUMÉ,MA,2106326
10-0086,"RUA DR. AFONSO MATOS, S/N",65218000,CENTRO - ZONA URBANA,MATINHA,MA,2106508
10-0081,"AV. MUNDICO MORAIS, 872 - CENTRO",65645000,CENTRO - ZONA URBANA,MATÕES,MA,2106607
10-0072,"RUA DOS ARCANJOS, S/N",65850000,ALTO ALEGRE - ZONA URBANA,MIRADOR,MA,2106706
10-0110,"RUA DA BARONESA, S/N - CENTRO",65360000,CENTRO - ZONA URBANA,MONÇÃO,MA,2106904
10-0103,RUA PARSONDAS DE CARVALHO SN,65936000,CENTRO - ZONA URBANA,MONTES ALTOS,MA,2107001
10-0087,"AV. AZEVEDO FILHO, SETOR 1, ZONA NORTE.",65706000,CENTRO ZONA URBANA,OLHO D'ÁGUA DAS CUNHÃS,MA,2107407
10-0093,"AV. 12, QD 120, RUA 57 - MAIOBÃO",65137000,MAIOBAO - ZONA URBANA,PAÇO DO LUMIAR,MA,2107506
10-0059,"FÓRUM ELEITORAL JUIZ ADONIAS LUCAS DE LACERDA, BR 135, KM 495.",65670000,CENTRO - ZONA URBANA,PARAIBANO,MA,2107704
10-0036,"RUA PEDREIRAS, 168",65640000,CENTRO - ZONA URBANA,PARNARAMA,MA,2107803
10-0044,"AV. AEROPORTO, S/N, BAIRRO AEROPORTO",65680000,CENTRO - ZONA URBANA,PASSAGEM FRANCA,MA,2107902
10-0017,"AVENIDA DOMINGOS SERTÃO, S/N,",65870000,SÃO JOSÉ ZONA URBANA,PASTOS BONS,MA,2108009
10-0102,"AV CASTELO BRANCO, S/N",65716000,CENTRO-ZONA URBANA,PAULO RAMOS,MA,2108108
10-0009,"RUA DAS LARANJEIRAS, N 1477, GOIABAL",65725000,GOIABAL,PEDREIRAS,MA,2108207
10-0067,"RUA DAS LARANJEIRAS, 1477,",65725000,GOIABAL,PEDREIRAS,MA,2108207
10-0045,"RUA DR. DJALMA MARQUES, S/N. FÓRUM",65213000,BAIRRO CENTRO - ZONA URBANA,PENALVA,MA,2108306
10-0043,CARTÓRIO ELEITORAL - PRAÇA DO ESTUDANTE SN CENTRO,65370000,CENTRO ZONA URBANA,PINDARÉ-MIRIM,MA,2108504
10-0037,FORUM DES. SARNEY DE ARAUJO COSTA - PRACA JOSE SARNEY N 307,65200000,CENTRO-ZONA URBANA,PINHEIRO,MA,2108603
10-0106,"FÓRUM DES.SARNEY DE ARAUJO COSTA, PRAÇA JOSE SARNEY, 307",65200000,CENTRO-ZONA URBANA,PINHEIRO,MA,2108603
10-0046,"TRAVESSA BOA VISTA, S/N, PRÓX A UM PÉ DE CASTANHA- DO- PARÁ, CENTRO",65970000,CENTRO - ZONA URBANA,PORTO FRANCO,MA,2109007
10-0054,"PRAÇA DA INDEPENDÊNCIA, S/N",65760000,BAIRRO VILA MILITAR - ZONA URBANA,PRESIDENTE DUTRA,MA,2109106
10-0075,"RUA COELHO PAREDE, 703",65990000,CENTRO - ZONA URBANA,RIACHÃO,MA,2109502
10-0018,"RUA SENADOR URBANOS SANTOS, S/N",65150000,CENTRO-ZONA URBANA,ROSÁRIO,MA,2109601
10-0083,"RUA DEP. LUÍS ROCHA, SN - 8 00H ÀS 14 00H",65208000,BAIXINHA - ZONA URBANA,SANTA HELENA,MA,2109809
10-0057,"RUA COLARES MOREIRA, 130",65300000,CENTRO - ZONA URBANA,SANTA INÊS,MA,2109908
10-0077,"RUA COLARES MOREIRA, 130",65300000,CENTRO - ZONA URBANA,SANTA INÊS,MA,2109908
10-0070,"RUA TRAVASSOS FURTADO, 135",65390000,CENTRO - ZONA URBANA,SANTA LUZIA,MA,2110005
10-0080,"AV. JOÃO MORAES DE SOUSA, 722",65272000,CENTRO - ZONA URBANA,SANTA LUZIA DO PARUÁ,MA,2110039
10-0038,"FÓRUM DR. JOAQUIM SILVESTRE TRINTA -  RUA FRANCISO XAVIER, SN",65235000,MUTIRÃO - ZONA URBANA,SÃO BENTO,MA,2110500
10-0051,"RUA CÔNEGO NESTOR, 214",65550000,CENTRO - ZONA URBANA,SÃO BERNARDO,MA,2110609
10-0060,"RUA PEREIRA JUNIOR, 27",65790000,CENTRO - ZONA URBANA,SÃO DOMINGOS DO MARANHÃO,MA,2110708
10-0063,"RUA HUMBERTO DE CAMPOS, 308",65225000,CENTRO ZONA URBANA,SÃO JOÃO BATISTA,MA,2111003
10-0053,"RUA DO SOL, N 39",65665000,SÃO RAIMUNDO - ZONA URBANA,SÃO JOÃO DOS PATOS,MA,2111102
10-0047,"AV. GARRASTAZU MEDICE, S/N",65110000,CAMPINA - ZONA URBANA,SÃO JOSÉ DE RIBAMAR,MA,2111201
10-0001,"AVENIDA SENADOR VITORINO FREIRE, S/N",65010650,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0002,AVENIDA SENADOR VITORINO FREIRE S/N,65010650,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0003,"AV. VITORINO FREIRE,S/N",65010650,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0010,"AVENIDA VITORINO FREIRE, S/N",65025015,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0076,AVENIDA SENADOR VITORINO FREIRE S/N,65025015,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0088,"AVENIDA SENADOR VITORINO FREIRE, S/N, MADRE DEUS",65010918,AREINHA-ZONA URBANA,SÃO LUÍS,MA,2111300
10-0089,"AVENIDA VITORINO FREIRE, SN",65025902,MADRE DEUS - ZONA URBANA,SÃO LUÍS,MA,2111300
10-0090,"AV. SENADOR VITORINO FREIRE, S/N",65010650,AREINHA-ZONA URBANA,SÃO LUÍS,MA,2111300
10-0091,"AV SENADOR VITORINO FREIRE, S/N - MADRE DEUS",65010650,AREINHA-ZONA URBANA,SÃO LUÍS,MA,2111300
10-0035,"FORUM DES. RAIMUNDO EWERTON DE PAIVA - TRAVESSA TEOTÔNIO SANTOS, S/N",65708000,DO CAMPO-ZONA URBANA,SÃO LUÍS GONZAGA DO MARANHÃO,MA,2111409
10-0084,"AVENIDA RODOVIÁRIA, S/N",65470000,CENTRO - ZONA URBANA,SÃO MATEUS DO MARANHÃO,MA,2111508
10-0034,"RUA URBANO SANTOS, 66, CENTRO",65840000,CENTRO - ZONA URBANA,SÃO RAIMUNDO DAS MANGABEIRAS,MA,2111607
10-0111,AVENIDA GETULIO VARGAS S/N,65220000,CENTRO-ZONA URBANA,SÃO VICENTE FERRER,MA,2111706
10-0085,"RUA PROFESSOR MIGUEL MESQUITA  S/N, CENTRO PROX. DO INSS",65420000,CENTRO - ZONA URBANA,TIMBIRAS,MA,2112100
10-0019,"RUA DRA. LIZETE DE OLIVEIRA FARIAS, S/N",65630200,PARQUE PIAUI - ZONA URBANA,TIMON,MA,2112209
10-0094,"RUA LIZETE DE OLIVEIRA FARIAS, S/N",65631230,PARQUE PIAUI - ZONA URBANA,TIMON,MA,2112209
10-0079,"ESTRADA DE ACESSO AO MIL REIS, SN",65763000,RESIDENCIAL ANA ISABEL,TUNTUM,MA,2112308
10-0039,AVENIDA SANTOS DUMONT SN - FÓRUM,65278000,BAIRRO CANARIO ZONA URBANA,TURIAÇU,MA,2112407
10-0040,"RUA CELSO FONSECA, S/N - CENTRO",65580000,CENTRO ZONA URBANA,TUTÓIA,MA,2112506
10-0073,"TRAVESSA DA SAÚDE, S/N - CENTRO",65530000,CENTRO,URBANO SANTOS,MA,2112605
10-0050,FÓRUM ELEITORAL - RUA  HORACIO GONCALVES S/N,65430000,ROSALINA - ZONA URBANA,VARGEM GRANDE,MA,2112704
10-0020,RUA PROF. ANTONIO LOPES S/N,65215000,CENTRO- ZONA URBANA,VIANA,MA,2112803
10-0041,"RUA TEODORO FERREIRA, S/N, FÓRUM DES. CARLOS CESAR DE BERREDO MARTINS",65350000,BAIRRO CENTRO - ZONA URBANA,VITÓRIA DO MEARIM,MA,2112902
10-0049,RUA BENJAMIM CONSTANT N 68- CENTRO VITORINO FREIRE-MA.,65320000,CENTRO - ZONA URBANA,VITORINO FREIRE,MA,2113009
10-0096,"RUA NUNES GARCIA, 54, CONJUNTO HABITAR BRASIL",65365000,VILA GUSMÃO-ZONA URBANA,ZÉ DOCA,MA,2114007
18-0052,RUA ADALBERTO SANTANTA S/N,64460000,CENTRO,ÁGUA BRANCA,PI,2200202
18-0042,"PRACA PROFESSOR MUNDICO COSTA, 150",64360970,CENTRO,ALTO LONGÁ,PI,2200301
18-0032,"RUA SÃO JOSÉ, 283",64290000,CENTRO,ALTOS,PI,2200400
18-0008,"PRAÇA AVELINO DE CASTRO NETO, 651 - CENTRO",64400000,CENTRO,AMARANTE,PI,2200509
18-0084,"RUA MARIA DO CARMO ALVES, 44-A",64410000,CENTRO,ANGICAL DO PIAUÍ,PI,2200608
18-0078,RUA GETÚLIO VARGAS 208 CENTRO,64855000,CENTRO,ANTÔNIO ALMEIDA,PI,2200806
18-0092,"AV. CORONEL ANÍBAL MARTINS, 877 - CENTRO",64310000,CENTRO,AROAZES,PI,2200905
18-0077,"RUA RAIMUNDO BEMBEM, S/N",64480000,CAIXA D'AGUA,ARRAIAL,PI,2201002
18-0088,"AV. SÉRGIO GAMA, 153",64965000,CENTRO,AVELINO LOPES,PI,2201101
18-0006,"RUA GAL. TAUMATURGO AZEVEDO, 665",64100000,CENTRO,BARRAS,PI,2201200
18-0045,"RUA SAO JOSE, 59",64190000,CENTRO,BATALHA,PI,2201507
18-0047,"AV. PRESIDENTE GETULIO VARGAS, S/N",64380000,CENTRO,BENEDITINOS,PI,2201606
18-0028,"AV. PRES. MEDICI, 10",64870000,CENTRO,BERTOLÍNIA,PI,2201705
18-0093,"PRACA BORGES MARINHO, S/N",64630000,CENTRO,BOCAINA,PI,2201804
18-0015,"RUA HELVERCIO PINHEIRO, S/N, BAIRRO SÃO PEDRO",64900000,SÃO PEDRO,BOM JESUS,PI,2201903
18-0033,"AVENIDA PARNAIBA, 450",64230000,CENTRO,BURITI DOS LOPES,PI,2202000
18-0081,RUA MANOEL FERREIRA SN,64730000,CENTRO,CAMPINAS DO PIAUÍ,PI,2202109
18-0007,"RUA BENJAMIN CONSTANT, 948",64280000,CENTRO,CAMPO MAIOR,PI,2202208
18-0096,RUA BENJAMIN CONSTANT N 948,64280000,CENTRO,CAMPO MAIOR,PI,2202208
18-0036,"RUA DES. JOSÉ MESSIAS, 396",64890000,BAIRRO NOSSA SENHORA DE FÁTIMA,CANTO DO BURITI,PI,2202307
18-0071,"AV. SANTOS DUMONT, 335",64270000,CENTRO,CAPITÃO DE CAMPOS,PI,2202406
18-0079,"RUA LUIZ RIBEIRO, S/N",64795000,CENTRO,CARACOL,PI,2202505
18-0034,"AV. ANTONINO FREIRE, S/N",64340000,CENTRO,CASTELO DO PIAUÍ,PI,2202604
18-0053,"PRACA DA MATRIZ, S/N",64235000,CENTRO,COCAL,PI,2202703
18-0050,"RUA 01 S, S/N - CENTRO",64740000,CENTRO,CONCEIÇÃO DO CANINDÉ,PI,2202802
18-0022,"AV. NOSSA SENHORA DA CONCEIÇÃO, S/N",64980000,NOVA CORRENTE,CORRENTE,PI,2202901
18-0069,"RUA TANCREDO NEVES, S/N - FÓRUM DA COMARCA",64995000,NOVA REPÚBLICA,CRISTALÂNDIA DO PIAUÍ,PI,2203008
18-0059,"AV. ARTHUR DA COSTA E SILVA, 1427",64920000,CENTRO,CRISTINO CASTRO,PI,2203107
18-0051,"RUA MESTRE MARCULINO, N. 280",64960000,CENTRO,CURIMATÁ,PI,2203206
18-0054,"RUA MATO GROSSO, 395",64390000,CIDADE NOVA,DEMERVAL LOBÃO,PI,2203305
18-0048,"RUA SETE DE SETEMBRO, 305",64325000,MATIAS,ELESBÃO VELOSO,PI,2203503
18-0090,"AV. PRESIDENTE MÉDICE, S/N, CENTRO, ELISEU MARTINS",64880000,CENTRO,ELISEU MARTINS,PI,2203602
18-0041,"RUA CEL. PATRIOTINO LAGES, 512",64180000,CENTRO,ESPERANTINA,PI,2203701
18-0009,"RUA FRANCISCO CASTRO, 940, MANGUINHA",64800000,MANGUINHA,FLORIANO,PI,2203909
18-0061,"RUA FRANCISCO CASTRO, 940",64800000,MANGUINHA,FLORIANO,PI,2203909
18-0074,"RUA ABDON PORTELA, 17",64520000,CENTRO,FRANCINÓPOLIS,PI,2204006
18-0065,"RUA AMADEU RODRIGUES, 110",64645000,CENTRO,FRANCISCO SANTOS,PI,2204204
18-0040,"RUA NOVE DE JUNHO, 608",64690000,CENTRO,FRONTEIRAS,PI,2204303
18-0035,"RUA FAUSTO LUSTOSA, 840 - CENTRO",64930000,CENTRO,GILBUÉS,PI,2204402
18-0046,AVENIDA MANOEL RIBEIRO DA FONSECA N 260.,64840000,CENTRO,GUADALUPE,PI,2204501
18-0064,"PRACA VEREADOR JOAO DE SOUSA LEAL, 545",64535000,CENTRO,INHUMA,PI,2204709
18-0089,"RUA JOSÉ DO RÊGO, 330",64540000,CENTRO,IPIRANGA DO PIAUÍ,PI,2204808
18-0057,"RUA HELVIDIO NUNES, 40",64565000,CENTRO,ITAINÓPOLIS,PI,2205003
18-0072,RUA 29 DE OUTUBRO 510,64820000,CENTRO,ITAUEIRA,PI,2205102
18-0019,"AV. ENGENHEIRO RIBEIRO GONÇALVES, 167",64575000,SERRANOPOLIS,JAICÓS,PI,2205201
